##gff-version gff3
chr1	gth	exon	148017797	148017914	1.000000	+	.	.
chr1	gth	exon	148017797	148017914	1.000000	+	.	.
chr1	gth	exon	148018100	148018252	1.000000	+	.	.
chr1	gth	exon	148018100	148018252	1.000000	+	.	.
chr1	gth	exon	148018880	148018947	1.000000	+	.	.
chr1	gth	exon	148018880	148018947	1.000000	+	.	.
chr1	gth	exon	148019746	148019916	1.000000	+	.	.
chr1	gth	exon	148019746	148019916	1.000000	+	.	.
chr1	gth	exon	148017797	148017914	1.000000	+	.	.
chr1	gth	exon	148017797	148017914	1.000000	+	.	.
chr1	gth	exon	148018100	148018252	1.000000	+	.	.
chr1	gth	exon	148018100	148018252	1.000000	+	.	.
chr1	gth	exon	148018880	148018947	1.000000	+	.	.
chr1	gth	exon	148018880	148018947	1.000000	+	.	.
chr1	gth	exon	148019746	148019916	1.000000	+	.	.
chr1	gth	exon	148019746	148019916	1.000000	+	.	.
chr1	gth	exon	148022107	148022312	1.000000	+	.	.
chr1	gth	exon	148022107	148022312	1.000000	+	.	.
chr1	gth	exon	148019171	148019333	1.000000	+	.	.
chr1	gth	exon	148019171	148019333	1.000000	+	.	.
chr1	gth	exon	148019746	148020045	1.000000	+	.	.
chr1	gth	exon	148019746	148020045	1.000000	+	.	.
chr1	gth	exon	148022107	148022312	1.000000	+	.	.
chr1	gth	exon	148022107	148022312	1.000000	+	.	.
chr1	gth	exon	148050381	148050418	1.000000	+	.	.
chr1	gth	exon	148050381	148050418	1.000000	+	.	.
chr1	gth	exon	148051092	148051158	1.000000	+	.	.
chr1	gth	exon	148051092	148051158	1.000000	+	.	.
chr1	gth	exon	148051553	148051747	1.000000	+	.	.
chr1	gth	exon	148051553	148051747	1.000000	+	.	.
chr1	gth	exon	148127509	148127634	1.000000	-	.	.
chr1	gth	exon	148127509	148127634	1.000000	-	.	.
chr1	gth	exon	148128623	148128727	1.000000	-	.	.
chr1	gth	exon	148128623	148128727	1.000000	-	.	.
chr1	gth	exon	148127509	148127634	1.000000	-	.	.
chr1	gth	exon	148127509	148127634	1.000000	-	.	.
chr1	gth	exon	148128623	148128727	1.000000	-	.	.
chr1	gth	exon	148128623	148128727	1.000000	-	.	.
chr1	gth	exon	148128891	148128991	1.000000	-	.	.
chr1	gth	exon	148128891	148128991	1.000000	-	.	.
chr1	gth	exon	148129230	148129431	1.000000	-	.	.
chr1	gth	exon	148129230	148129431	1.000000	-	.	.
chr1	gth	exon	148128891	148128991	1.000000	-	.	.
chr1	gth	exon	148128891	148128991	1.000000	-	.	.
chr1	gth	exon	148129230	148129431	1.000000	-	.	.
chr1	gth	exon	148129230	148129431	1.000000	-	.	.
chr1	gth	exon	148129746	148129827	1.000000	-	.	.
chr1	gth	exon	148129746	148129827	1.000000	-	.	.
chr1	gth	exon	148129882	148130085	1.000000	-	.	.
chr1	gth	exon	148129882	148130085	1.000000	-	.	.
chr1	gth	exon	148129882	148130085	1.000000	-	.	.
chr1	gth	exon	148129882	148130085	1.000000	-	.	.
chr1	gth	exon	148129882	148130085	1.000000	-	.	.
chr1	gth	exon	148129882	148130085	1.000000	-	.	.
chr1	gth	exon	148129882	148130085	1.000000	-	.	.
chr1	gth	exon	148129882	148130085	1.000000	-	.	.
chr1	gth	exon	148129882	148130085	1.000000	-	.	.
chr1	gth	exon	148129882	148130085	1.000000	-	.	.
chr1	gth	exon	148130277	148130396	1.000000	-	.	.
chr1	gth	exon	148129882	148130085	1.000000	-	.	.
chr1	gth	exon	148129882	148130085	1.000000	-	.	.
chr1	gth	exon	148130277	148130396	1.000000	-	.	.
chr1	gth	exon	148130277	148130396	1.000000	-	.	.
chr1	gth	exon	148130277	148130396	1.000000	-	.	.
chr1	gth	exon	148130277	148130396	1.000000	-	.	.
chr1	gth	exon	148130655	148130737	1.000000	-	.	.
chr1	gth	exon	148130655	148130737	1.000000	-	.	.
chr1	gth	exon	148130277	148130396	1.000000	-	.	.
chr1	gth	exon	148130277	148130396	1.000000	-	.	.
chr1	gth	exon	148130655	148130737	1.000000	-	.	.
chr1	gth	exon	148130655	148130737	1.000000	-	.	.
chr1	gth	exon	148132700	148132713	0.571429	-	.	.
chr1	gth	exon	148132700	148132713	0.571429	-	.	.
chr1	gth	exon	148186313	148186904	1.000000	+	.	.
chr1	gth	exon	148186313	148186904	1.000000	+	.	.
chr1	gth	exon	148187091	148187179	1.000000	+	.	.
chr1	gth	exon	148187091	148187179	1.000000	+	.	.
chr1	gth	exon	148187366	148187486	1.000000	+	.	.
chr1	gth	exon	148187366	148187486	1.000000	+	.	.
chr1	gth	exon	148185991	148186904	1.000000	+	.	.
chr1	gth	exon	148185991	148186904	1.000000	+	.	.
chr1	gth	exon	148188273	148192013	1.000000	-	.	.
chr1	gth	exon	148188273	148192013	1.000000	-	.	.
chr1	gth	exon	148197174	148197320	1.000000	-	.	.
chr1	gth	exon	148197174	148197320	1.000000	-	.	.
