121	20092	4.79579054559674
559	20092	6.3261494731551
744	20092	6.61204103483309
132	20092	4.88280192258637
202	20092	5.30826769740121
323	20092	5.77765232322266
460	20092	6.13122648948314
152	20092	5.02388052084628
34	20092	3.52636052461616
466	20092	6.14418563412565
75	20092	4.31748811353631
142	20092	4.95582705760126
57	20092	4.04305126783455
563	20092	6.33327962813969
567	20092	6.34035930372775
251	20092	5.52545293913178
130	20092	4.86753445045558
335	20092	5.81413053182507
592	20092	6.38350663488401
108	20092	4.68213122712422
177	20092	5.17614973257383
245	20092	5.50125821054473
401	20092	5.99396142730657
133	20092	4.89034912822175
103	20092	4.63472898822964
615	20092	6.42162226780652
201	20092	5.30330490805908
205	20092	5.32300997913841
94	20092	4.54329478227
488	20092	6.19031540585315
843	20092	6.73696695800186
266	20092	5.5834963087817
230	20092	5.4380793089232
715	20092	6.57228254269401
983	20092	6.89060912014717
307	20092	5.7268477475872
314	20092	5.74939298590825
586	20092	6.37331978957701
712	20092	6.56807791141198
310	20092	5.73657229747919
119	20092	4.77912349311153
719	20092	6.57786135772105
232	20092	5.44673737166631
310	20092	5.73657229747919
128	20092	4.85203026391962
391	20092	5.96870755998537
914	20092	6.81783057145415
208	20092	5.33753807970132
11	20092	2.39789527279837
492	20092	6.19847871649231
15	20092	2.70805020110221
98	20092	4.58496747867057
133	20092	4.89034912822175
268	20092	5.59098698051086
307	20092	5.7268477475872
181	20092	5.19849703126583
11	20092	2.39789527279837
306	20092	5.72358510195238
227	20092	5.4249500174814
87	20092	4.46590811865458
29	20092	3.36729582998647
500	20092	6.21460809842219
209	20092	5.34233425196481
256	20092	5.54517744447956
